,time,p,input,discounted_p
0,0,0.0,0.0,0.016817215663669515
1,1,9.869571931435076e-06,0.0,9.869571931435076e-06
2,2,3.947789809193986e-05,0.0,3.947789809193986e-05
3,3,8.88238095954951e-05,0.0,8.88238095954951e-05
4,4,0.0001579053583500084,0.0,0.0001579053583500084
5,5,0.00024671981713422146,0.0,0.00024671981713422146
6,6,0.0003552636797053762,0.0,0.0003552636797053762
7,7,0.00048353266093763525,0.0,0.00048353266093763525
8,8,0.0006315216969912512,0.0,0.0006315216969912512
9,9,0.0007992249455124782,0.0,0.0007992249455124782
10,10,0.000986635785864219,0.0,0.000986635785864219
11,11,0.0011937468193873953,0.0,0.0011937468193873953
12,12,0.001420549869693034,0.0,0.001420549869693034
13,13,0.001667035982985058,0.0,0.001667035982985058
14,14,0.0019331954284137678,0.0,0.0019331954284137678
15,15,0.002219017698459994,0.0,0.002219017698459994
16,16,0.0025244915093499214,0.0,0.0025244915093499214
17,17,0.002849604801500553,0.0,0.002849604801500553
18,18,0.0031943447399957955,0.0,0.0031943447399957955
19,19,0.0035586977150931683,0.0,0.0035586977150931683
20,20,0.003942649342761085,0.0,0.003942649342761085
21,21,0.004346184465246716,0.0,0.004346184465246716
22,22,0.00476928715167439,0.0,0.00476928715167439
23,23,0.005211940698674513,0.0,0.005211940698674513
24,24,0.005674127631042996,0.0,0.005674127631042996
25,25,0.0061558297024311365,0.0,0.0061558297024311365
26,26,0.006657027896065963,0.0,0.006657027896065963
27,27,0.007177702425500985,0.0,0.007177702425500985
28,28,0.007717832735397311,0.0,0.007717832735397311
29,29,0.00827739750233516,0.0,0.00827739750233516
30,30,0.00885637463565566,0.0,0.00885637463565566
31,31,0.009454741278332957,0.0,0.009454741278332957
32,32,0.010072473807876568,0.0,0.010072473807876568
33,33,0.010709547837263949,0.0,0.010709547837263949
34,34,0.01136593821590327,0.0,0.01136593821590327
35,35,0.0120416190306263,0.0,0.0120416190306263
36,36,0.012736563606711425,0.0,0.012736563606711425
37,37,0.013450744508936718,1.0,0.013450744508936718
38,38,0.014184133542663034,0.0,0.014184133542663034
39,39,0.01493670175494708,0.0,0.01493670175494708
40,40,0.015708419435684445,0.0,0.015708419435684445
41,41,0.016499256118782477,0.0,0.016499256118782477
42,42,0.01730918058336306,0.0,0.01730918058336306
43,43,0.018138160854995145,0.0,0.018138160854995145
44,44,0.01898616420695706,0.0,0.01898616420695706
45,45,0.019853157161528464,0.0,0.019853157161528464
46,46,0.020739105491312058,0.0,0.020739105491312058
47,47,0.021643974220584755,0.0,0.021643974220584755
48,48,0.022567727626678524,0.0,0.022567727626678524
49,49,0.02351032924139059,0.0,0.02351032924139059
50,50,0.024471741852423214,0.0,0.024471741852423214
51,51,0.025451927504852704,0.0,0.025451927504852704
52,52,0.026450847502627852,0.0,0.026450847502627852
53,53,0.02746846241009758,0.0,0.02746846241009758
54,54,0.028504732053567773,0.0,0.028504732053567773
55,55,0.029559615522887266,0.0,0.029559615522887266
56,56,0.030633071173062965,0.0,0.030633071173062965
57,57,0.03172505662590383,0.0,0.03172505662590383
58,58,0.032835528771693975,0.0,0.032835528771693975
59,59,0.03396444377089452,0.0,0.03396444377089452
60,60,0.0351117570558743,0.0,0.0351117570558743
61,61,0.03627742333266934,0.0,0.03627742333266934
62,62,0.03746139658277098,0.0,0.03746139658277098
63,63,0.03866363006494259,0.0,0.03866363006494259
64,64,0.03988407631706484,0.0,0.03988407631706484
65,65,0.04112268715800943,0.0,0.04112268715800943
66,66,0.04237941368954122,0.0,0.04237941368954122
67,67,0.04365420629824859,0.0,0.04365420629824859
68,68,0.044947014657502164,0.0,0.044947014657502164
69,69,0.04625778772944153,0.0,0.04625778772944153
70,70,0.04758647376699023,0.0,0.04758647376699023
71,71,0.04893302031589858,1.0,0.04893302031589858
72,72,0.050297374216814475,0.0,0.050297374216814475
73,73,0.05167948160738207,0.0,0.05167948160738207
74,74,0.053079287924368106,0.0,0.053079287924368106
75,75,0.05449673790581607,0.0,0.05449673790581607
76,76,0.05593177559322775,0.0,0.05593177559322775
77,77,0.0573843443337724,0.0,0.0573843443337724
78,78,0.05885438678252336,0.0,0.05885438678252336
79,79,0.06034184490472187,0.0,0.06034184490472187
80,80,0.06184665997806821,0.0,0.06184665997806821
81,81,0.06336877259503991,0.0,0.06336877259503991
82,82,0.06490812266523716,0.0,0.06490812266523716
83,83,0.06646464941775497,0.0,0.06646464941775497
84,84,0.06803829140358235,0.0,0.06803829140358235
85,85,0.06962898649802816,0.0,0.06962898649802816
86,86,0.07123667190317387,0.0,0.07123667190317387
87,87,0.07286128415035244,0.0,0.07286128415035244
88,88,0.07450275910265407,0.0,0.07450275910265407
89,89,0.0761610319574584,0.0,0.0761610319574584
90,90,0.07783603724899248,0.0,0.07783603724899248
91,91,0.07952770885091548,0.0,0.07952770885091548
