,time,p,input,discounted_p
0,0,0.983508820714357,1.0,4.556458283392258
1,1,0.07005366273200142,0.0,0.07005366273200142
2,2,0.047201833065909415,0.0,0.047201833065909415
3,3,0.15111671525562653,0.0,0.15111671525562653
4,4,0.2914204348893169,0.0,0.2914204348893169
5,5,0.6998218562337932,1.0,0.6998218562337932
6,6,0.1901731029603685,1.0,0.1901731029603685
7,7,0.6179720265921097,0.0,0.6179720265921097
8,8,0.322682251539672,1.0,0.322682251539672
9,9,0.7571644127668495,0.0,0.7571644127668495
10,10,0.4200186668539386,1.0,0.4200186668539386
11,11,0.4932546948871155,1.0,0.4932546948871155
12,12,0.5781859951552842,0.0,0.5781859951552842
13,13,0.9045746187894043,1.0,0.9045746187894043
14,14,0.4812204739665289,0.0,0.4812204739665289
15,15,0.16072297379996958,1.0,0.16072297379996958
16,16,0.6385689748672289,1.0,0.6385689748672289
17,17,0.5649154777492773,1.0,0.5649154777492773
18,18,0.6877725006022479,0.0,0.6877725006022479
19,19,0.6037377044527954,0.0,0.6037377044527954
20,20,0.5645174785432401,1.0,0.5645174785432401
21,21,0.46037056958465383,0.0,0.46037056958465383
22,22,0.9818572377788849,1.0,0.9818572377788849
23,23,0.4138720536117567,0.0,0.4138720536117567
24,24,0.7623211556120887,1.0,0.7623211556120887
25,25,0.5153018782639982,0.0,0.5153018782639982
26,26,0.8099793771160662,0.0,0.8099793771160662
27,27,0.5229651394167814,1.0,0.5229651394167814
28,28,0.25439397472290937,1.0,0.25439397472290937
29,29,0.30821826332143676,1.0,0.30821826332143676
30,30,0.605770410837181,1.0,0.605770410837181
31,31,0.7232629945977292,1.0,0.7232629945977292
32,32,0.3036412444069656,1.0,0.3036412444069656
33,33,0.5002173565182376,0.0,0.5002173565182376
34,34,0.7202461486841338,0.0,0.7202461486841338
35,35,0.2584167035070426,0.0,0.2584167035070426
36,36,0.8581156753856394,1.0,0.8581156753856394
37,37,0.3882028218727652,0.0,0.3882028218727652
38,38,0.5251373359923395,1.0,0.5251373359923395
39,39,0.45231391894789075,0.0,0.45231391894789075
40,40,0.6448899557372838,0.0,0.6448899557372838
41,41,0.8966349909467071,1.0,0.8966349909467071
42,42,0.8572682493500062,1.0,0.8572682493500062
43,43,0.7326442775746644,0.0,0.7326442775746644
44,44,0.31374948321234153,1.0,0.31374948321234153
45,45,0.3618621243283192,0.0,0.3618621243283192
46,46,0.16318541932307307,1.0,0.16318541932307307
47,47,0.5239308589058972,1.0,0.5239308589058972
48,48,0.4809008535851975,0.0,0.4809008535851975
49,49,0.5193474255212319,1.0,0.5193474255212319
50,50,0.5109704751280504,0.0,0.5109704751280504
51,51,0.7065230106694458,1.0,0.7065230106694458
52,52,0.6287107901640221,1.0,0.6287107901640221
53,53,0.7407189035507032,1.0,0.7407189035507032
54,54,0.0049463280990589276,0.0,0.0049463280990589276
55,55,0.491487188475378,0.0,0.491487188475378
56,56,0.23919365143814386,0.0,0.23919365143814386
57,57,0.5012151879216411,1.0,0.5012151879216411
58,58,0.2032668297411413,0.0,0.2032668297411413
59,59,0.543919515729593,0.0,0.543919515729593
60,60,0.8003364299568955,1.0,0.8003364299568955
61,61,0.5434481522637195,1.0,0.5434481522637195
62,62,0.9232553006021361,1.0,0.9232553006021361
63,63,0.1367088426221722,0.0,0.1367088426221722
64,64,0.7447513914031629,1.0,0.7447513914031629
65,65,0.1927935337569131,0.0,0.1927935337569131
66,66,0.700170296011326,1.0,0.700170296011326
67,67,0.36938507250231123,0.0,0.36938507250231123
68,68,0.3300745059808601,0.0,0.3300745059808601
69,69,0.7835783942622696,0.0,0.7835783942622696
70,70,0.9250646135122462,1.0,0.9250646135122462
71,71,0.1870744539360203,0.0,0.1870744539360203
72,72,0.9230865577308128,1.0,0.9230865577308128
73,73,0.12433895595626498,0.0,0.12433895595626498
74,74,0.15712320932228763,0.0,0.15712320932228763
75,75,0.002465538688391389,0.0,0.002465538688391389
76,76,0.2593985205243158,0.0,0.2593985205243158
77,77,0.1863643573176561,0.0,0.1863643573176561
78,78,0.4049711263797071,0.0,0.4049711263797071
79,79,0.08394539902380405,0.0,0.08394539902380405
80,80,0.9985660396890538,1.0,0.9985660396890538
81,81,0.45304246632082545,0.0,0.45304246632082545
82,82,0.2802007246127949,0.0,0.2802007246127949
83,83,0.2554874959383794,1.0,0.2554874959383794
84,84,0.8807864260431373,1.0,0.8807864260431373
85,85,0.3389433628753362,1.0,0.3389433628753362
86,86,0.8755740121528345,1.0,0.8755740121528345
87,87,0.7946397148686277,0.0,0.7946397148686277
88,88,0.7020188831893227,1.0,0.7020188831893227
89,89,0.022590356808786627,0.0,0.022590356808786627
90,90,0.351496956901992,1.0,0.351496956901992
91,91,0.5082076427809173,1.0,0.5082076427809173
92,92,0.7433376744721613,1.0,0.7433376744721613
93,93,0.17158580891574926,0.0,0.17158580891574926
94,94,0.5231861934705188,1.0,0.5231861934705188
95,95,0.190098036957282,0.0,0.190098036957282
96,96,0.6272724429039502,1.0,0.6272724429039502
97,97,0.9867393075826458,1.0,0.9867393075826458
98,98,0.3348893084567478,0.0,0.3348893084567478
99,99,0.8160192129157912,1.0,0.8160192129157912
100,100,0.5816006069577914,0.0,0.5816006069577914
101,101,0.8823271632158047,1.0,0.8823271632158047
102,102,0.31160226269530034,0.0,0.31160226269530034
103,103,0.4785002518958962,1.0,0.4785002518958962
104,104,0.8156301148628269,1.0,0.8156301148628269
105,105,0.8715629706321566,1.0,0.8715629706321566
106,106,0.8088598246777812,0.0,0.8088598246777812
107,107,0.3440611174218948,0.0,0.3440611174218948
108,108,0.5881890811648174,1.0,0.5881890811648174
109,109,0.9575440616498365,1.0,0.9575440616498365
110,110,0.9892358282098495,1.0,0.9892358282098495
111,111,0.6255016612259203,1.0,0.6255016612259203
112,112,0.06253249694891816,0.0,0.06253249694891816
113,113,0.3416137210590293,1.0,0.3416137210590293
114,114,0.7023291986576793,1.0,0.7023291986576793
115,115,0.2593443291285703,0.0,0.2593443291285703
116,116,0.43697306545198555,0.0,0.43697306545198555
117,117,0.19849199903521908,0.0,0.19849199903521908
118,118,0.8294755920224753,1.0,0.8294755920224753
119,119,0.5231494859632233,0.0,0.5231494859632233
120,120,0.19892572794905328,0.0,0.19892572794905328
121,121,0.28560046290724894,0.0,0.28560046290724894
122,122,0.41561513040725206,1.0,0.41561513040725206
123,123,0.5810601994239301,1.0,0.5810601994239301
124,124,0.3618294322155341,1.0,0.3618294322155341
125,125,0.846431971514486,1.0,0.846431971514486
126,126,0.4463947338325348,1.0,0.4463947338325348
127,127,0.3843724622807909,0.0,0.3843724622807909
128,128,0.32175899667995056,0.0,0.32175899667995056
129,129,0.3395333603720101,1.0,0.3395333603720101
130,130,0.9165442182518587,1.0,0.9165442182518587
131,131,0.2609651108918487,0.0,0.2609651108918487
132,132,0.3384383793191601,0.0,0.3384383793191601
133,133,0.7472001928915042,1.0,0.7472001928915042
134,134,0.6850342988491139,0.0,0.6850342988491139
135,135,0.20155847160575913,0.0,0.20155847160575913
136,136,0.6380226990971358,1.0,0.6380226990971358
137,137,0.05779087598382604,0.0,0.05779087598382604
