,time,p,input,discounted_p
0,0,0.9850844710668741,1.0,5.589148669864152
1,1,0.8113078961395009,1.0,0.8113078961395009
2,2,0.44221815056394276,1.0,0.44221815056394276
3,3,0.42155386639806025,1.0,0.42155386639806025
4,4,0.1414145521253286,0.0,0.1414145521253286
5,5,0.3337133082863156,1.0,0.3337133082863156
6,6,0.969646591692414,1.0,0.969646591692414
7,7,0.01979967264386817,0.0,0.01979967264386817
8,8,0.25843944714937517,0.0,0.25843944714937517
9,9,0.6588691789977531,1.0,0.6588691789977531
10,10,0.41322067504032933,1.0,0.41322067504032933
11,11,0.2865529866643466,1.0,0.2865529866643466
12,12,0.811987489451788,1.0,0.811987489451788
13,13,0.9812607818497923,1.0,0.9812607818497923
14,14,0.6669912845802869,1.0,0.6669912845802869
15,15,0.3864253380718111,0.0,0.3864253380718111
16,16,0.6968256093345159,0.0,0.6968256093345159
17,17,0.9025349221128858,1.0,0.9025349221128858
18,18,0.9930317453833496,1.0,0.9930317453833496
19,19,0.3834516360430472,0.0,0.3834516360430472
20,20,0.4403030320913346,0.0,0.4403030320913346
21,21,0.5419087160885665,1.0,0.5419087160885665
22,22,0.9787513227915676,1.0,0.9787513227915676
23,23,0.5909750816864702,0.0,0.5909750816864702
24,24,0.33201829431631924,0.0,0.33201829431631924
25,25,0.10866142830859127,0.0,0.10866142830859127
26,26,0.33926166302945704,0.0,0.33926166302945704
27,27,0.14422750263317075,0.0,0.14422750263317075
28,28,0.07023285227511655,0.0,0.07023285227511655
29,29,0.9720111313095966,1.0,0.9720111313095966
30,30,0.10207848259323937,0.0,0.10207848259323937
31,31,0.7599326053574759,1.0,0.7599326053574759
32,32,0.9835353544638495,1.0,0.9835353544638495
33,33,0.1545504518238986,0.0,0.1545504518238986
34,34,0.9326849873817595,1.0,0.9326849873817595
35,35,0.5048146984469692,1.0,0.5048146984469692
36,36,0.6654140357081814,1.0,0.6654140357081814
37,37,0.046758209274772256,0.0,0.046758209274772256
38,38,0.674665336272918,1.0,0.674665336272918
39,39,0.5810185161358375,0.0,0.5810185161358375
40,40,0.5352497686434776,0.0,0.5352497686434776
41,41,0.4215991046618883,0.0,0.4215991046618883
42,42,0.6345665767453091,0.0,0.6345665767453091
43,43,0.715032965854645,1.0,0.715032965854645
44,44,0.21804984592758836,0.0,0.21804984592758836
45,45,0.8796488364174377,1.0,0.8796488364174377
46,46,0.339487346909935,1.0,0.339487346909935
47,47,0.5291257660996748,0.0,0.5291257660996748
48,48,0.2050910057396298,0.0,0.2050910057396298
49,49,0.8261379744866154,1.0,0.8261379744866154
50,50,0.3388380510995218,0.0,0.3388380510995218
51,51,0.22755762250259193,0.0,0.22755762250259193
52,52,0.5891960356086118,1.0,0.5891960356086118
53,53,0.9227971183835629,1.0,0.9227971183835629
54,54,0.5928991212521527,1.0,0.5928991212521527
55,55,0.6017140485612745,0.0,0.6017140485612745
56,56,0.7963120504563093,0.0,0.7963120504563093
57,57,0.47803220637301325,0.0,0.47803220637301325
58,58,0.5118795691981411,1.0,0.5118795691981411
59,59,0.5755269023519263,0.0,0.5755269023519263
60,60,0.0006992207999627631,0.0,0.0006992207999627631
61,61,0.4800809815422744,0.0,0.4800809815422744
62,62,0.26050770072853635,0.0,0.26050770072853635
63,63,0.1697201353095943,0.0,0.1697201353095943
64,64,0.703670116845869,0.0,0.703670116845869
65,65,0.3543105993628687,1.0,0.3543105993628687
66,66,0.4891652127092502,0.0,0.4891652127092502
67,67,0.35263816371810186,1.0,0.35263816371810186
68,68,0.8671935634409751,1.0,0.8671935634409751
69,69,0.9835469621161101,1.0,0.9835469621161101
70,70,0.4119781107886893,1.0,0.4119781107886893
71,71,0.9898572701245762,1.0,0.9898572701245762
72,72,0.9267981877610543,0.0,0.9267981877610543
73,73,0.84173227328154,1.0,0.84173227328154
74,74,0.8948299267241022,1.0,0.8948299267241022
75,75,0.2692227153109501,1.0,0.2692227153109501
76,76,0.7483845002731084,0.0,0.7483845002731084
77,77,0.8084642217366049,1.0,0.8084642217366049
78,78,0.7395420133573897,1.0,0.7395420133573897
79,79,0.23464338837941234,0.0,0.23464338837941234
80,80,0.45297818794526323,1.0,0.45297818794526323
81,81,0.9649424749506386,1.0,0.9649424749506386
82,82,0.019533080671888747,0.0,0.019533080671888747
83,83,0.10522905591864384,0.0,0.10522905591864384
84,84,0.7093771463541065,0.0,0.7093771463541065
85,85,0.25829661889785493,0.0,0.25829661889785493
86,86,0.6369822381852266,1.0,0.6369822381852266
87,87,0.27064661730860395,1.0,0.27064661730860395
88,88,0.9114147776418335,1.0,0.9114147776418335
89,89,0.6100242482445093,0.0,0.6100242482445093
90,90,0.7487310511215197,0.0,0.7487310511215197
91,91,0.6961177366159158,0.0,0.6961177366159158
92,92,0.9328452525875746,1.0,0.9328452525875746
93,93,0.6240904095343912,0.0,0.6240904095343912
94,94,0.8336085266894184,1.0,0.8336085266894184
95,95,0.38643218201600593,1.0,0.38643218201600593
96,96,0.4146323981109188,1.0,0.4146323981109188
97,97,0.34659106578721577,1.0,0.34659106578721577
98,98,0.0856046567656964,0.0,0.0856046567656964
99,99,0.9046317811105566,1.0,0.9046317811105566
100,100,0.32982451718950534,0.0,0.32982451718950534
101,101,0.19014842669414755,0.0,0.19014842669414755
102,102,0.24320832059123199,1.0,0.24320832059123199
103,103,0.4853307347874979,1.0,0.4853307347874979
104,104,0.9360152005549465,1.0,0.9360152005549465
105,105,0.9006042863188158,1.0,0.9006042863188158
106,106,0.4542722739545423,1.0,0.4542722739545423
107,107,0.45883471746938664,0.0,0.45883471746938664
108,108,0.5314319939033562,1.0,0.5314319939033562
109,109,0.020464030512013953,0.0,0.020464030512013953
110,110,0.47637792852843386,0.0,0.47637792852843386
111,111,0.9241804793009225,1.0,0.9241804793009225
112,112,0.19615248384569883,0.0,0.19615248384569883
113,113,0.032922052488770115,0.0,0.032922052488770115
114,114,0.3296766569504511,1.0,0.3296766569504511
115,115,0.8713575896674298,1.0,0.8713575896674298
116,116,0.7131143999574839,1.0,0.7131143999574839
117,117,0.8056284683898424,1.0,0.8056284683898424
118,118,0.6333079192140176,0.0,0.6333079192140176
119,119,0.14047012402641756,0.0,0.14047012402641756
120,120,0.4793178154426363,1.0,0.4793178154426363
121,121,0.3000163465036455,0.0,0.3000163465036455
122,122,0.48623077307769924,1.0,0.48623077307769924
123,123,0.5758132078580096,1.0,0.5758132078580096
124,124,0.996384352441504,1.0,0.996384352441504
125,125,0.2854987240386796,0.0,0.2854987240386796
126,126,0.06571621953256557,0.0,0.06571621953256557
127,127,0.5000680706734396,1.0,0.5000680706734396
128,128,0.13048108277999948,0.0,0.13048108277999948
129,129,0.2073164285536745,0.0,0.2073164285536745
130,130,0.9461116200787655,1.0,0.9461116200787655
131,131,0.6454103711227737,1.0,0.6454103711227737
132,132,0.22272084095328093,0.0,0.22272084095328093
133,133,0.6902660590840768,1.0,0.6902660590840768
134,134,0.015901772793188163,0.0,0.015901772793188163
135,135,0.8755116521864829,1.0,0.8755116521864829
136,136,0.3894022214639462,1.0,0.3894022214639462
137,137,0.31345755566342914,0.0,0.31345755566342914
138,138,0.7685591955084553,1.0,0.7685591955084553
139,139,0.3387017854219948,0.0,0.3387017854219948
140,140,0.6646709263660707,0.0,0.6646709263660707
141,141,0.7932858496362784,1.0,0.7932858496362784
142,142,0.13249250448347272,0.0,0.13249250448347272
143,143,0.2727283355803223,0.0,0.2727283355803223
144,144,0.4386964427764457,1.0,0.4386964427764457
145,145,0.3486671939449243,0.0,0.3486671939449243
146,146,0.15283681949640993,1.0,0.15283681949640993
147,147,0.4847649978285803,0.0,0.4847649978285803
148,148,0.746579772102931,0.0,0.746579772102931
149,149,0.8647241476371795,1.0,0.8647241476371795
150,150,0.30235920985090214,1.0,0.30235920985090214
151,151,0.7770110557936887,1.0,0.7770110557936887
152,152,0.39404600366598586,0.0,0.39404600366598586
153,153,0.4900238551727625,0.0,0.4900238551727625
154,154,0.1874223646476073,0.0,0.1874223646476073
155,155,0.4687225771890573,0.0,0.4687225771890573
156,156,0.7065529444394308,0.0,0.7065529444394308
157,157,0.8683076575557266,1.0,0.8683076575557266
158,158,0.9395779567845413,1.0,0.9395779567845413
159,159,0.25380692797517357,0.0,0.25380692797517357
160,160,0.8191013554374751,1.0,0.8191013554374751
161,161,0.15014764335284536,0.0,0.15014764335284536
162,162,0.12582339950495902,0.0,0.12582339950495902
163,163,0.8984390726157768,1.0,0.8984390726157768
164,164,0.7077714338026093,0.0,0.7077714338026093
165,165,0.48268747188969996,0.0,0.48268747188969996
166,166,0.5005043521336516,1.0,0.5005043521336516
167,167,0.24726880359579773,1.0,0.24726880359579773
168,168,0.07058156463197096,0.0,0.07058156463197096
169,169,0.38031570520531377,0.0,0.38031570520531377
170,170,0.4092972757820975,1.0,0.4092972757820975
171,171,0.13755575313468194,0.0,0.13755575313468194
172,172,0.4114084200603546,1.0,0.4114084200603546
173,173,0.8164010536444907,1.0,0.8164010536444907
174,174,0.6084070179647547,0.0,0.6084070179647547
175,175,0.9168817122057661,1.0,0.9168817122057661
176,176,0.6108386716271359,1.0,0.6108386716271359
177,177,0.8824289620386168,1.0,0.8824289620386168
178,178,0.32534597695523937,0.0,0.32534597695523937
179,179,0.3061543728363637,0.0,0.3061543728363637
180,180,0.5108139208352573,0.0,0.5108139208352573
181,181,0.357387304126463,1.0,0.357387304126463
182,182,0.0037058990322356156,0.0,0.0037058990322356156
183,183,0.7520327568771452,1.0,0.7520327568771452
184,184,0.7593863639974463,1.0,0.7593863639974463
185,185,0.5078109623299538,0.0,0.5078109623299538
186,186,0.21721858338291522,0.0,0.21721858338291522
187,187,0.22067777080351525,0.0,0.22067777080351525
188,188,0.7832327618833973,1.0,0.7832327618833973
189,189,0.4896167025232099,1.0,0.4896167025232099
