,time,p,input,discounted_p
0,0,0.15164773981640944,0.0,4.468364086225011
1,1,0.7896079404518757,1.0,0.7896079404518757
2,2,0.793717281073988,1.0,0.793717281073988
3,3,0.03027957576914464,0.0,0.03027957576914464
4,4,0.32079394688550156,0.0,0.32079394688550156
5,5,0.48754595434905046,1.0,0.48754595434905046
6,6,0.6683184848142979,0.0,0.6683184848142979
7,7,0.24567879410570825,0.0,0.24567879410570825
8,8,0.740308403693194,1.0,0.740308403693194
9,9,0.7594556123662842,1.0,0.7594556123662842
10,10,0.04473301880548475,0.0,0.04473301880548475
11,11,0.1854907257012004,0.0,0.1854907257012004
12,12,0.2625846144574344,0.0,0.2625846144574344
13,13,0.6096296006954178,0.0,0.6096296006954178
14,14,0.8780272100397353,1.0,0.8780272100397353
15,15,0.06788005670503006,0.0,0.06788005670503006
16,16,0.6082814314549326,1.0,0.6082814314549326
17,17,0.46795829417145274,1.0,0.46795829417145274
18,18,0.2862687995103401,0.0,0.2862687995103401
19,19,0.435759337193531,1.0,0.435759337193531
20,20,0.8130039667002984,1.0,0.8130039667002984
21,21,0.5502481615506516,0.0,0.5502481615506516
22,22,0.026496239108385833,0.0,0.026496239108385833
23,23,0.6910667038810625,1.0,0.6910667038810625
24,24,0.15157047577120808,0.0,0.15157047577120808
25,25,0.12670318909220968,0.0,0.12670318909220968
26,26,0.01646137746503684,0.0,0.01646137746503684
27,27,0.28870331756721634,0.0,0.28870331756721634
28,28,0.9036100764790757,1.0,0.9036100764790757
29,29,0.8827126576498772,1.0,0.8827126576498772
30,30,0.5918107535829236,0.0,0.5918107535829236
31,31,0.4568227650544958,0.0,0.4568227650544958
32,32,0.921030376048348,1.0,0.921030376048348
33,33,0.9634832496047618,1.0,0.9634832496047618
34,34,0.043180549658394685,0.0,0.043180549658394685
35,35,0.4488769430109496,1.0,0.4488769430109496
36,36,0.014472339154560254,0.0,0.014472339154560254
37,37,0.26233256548951445,1.0,0.26233256548951445
38,38,0.537102922744495,0.0,0.537102922744495
39,39,0.42651875046903664,0.0,0.42651875046903664
40,40,0.3104075780293949,1.0,0.3104075780293949
41,41,0.03308145580472566,0.0,0.03308145580472566
42,42,0.28592195307779733,0.0,0.28592195307779733
43,43,0.7438413104706432,1.0,0.7438413104706432
