,time,p,input,discounted_p
0,0,0.09597661440131633,0.0,5.433356024528953
1,1,0.5740277858941001,1.0,0.5740277858941001
2,2,0.9125521727484178,1.0,0.9125521727484178
3,3,0.8144600318206969,1.0,0.8144600318206969
4,4,0.4565803441072368,0.0,0.4565803441072368
5,5,0.9569591433426178,0.0,0.9569591433426178
6,6,0.12569342782213955,0.0,0.12569342782213955
7,7,0.9891279619158475,1.0,0.9891279619158475
8,8,0.5723933739241087,1.0,0.5723933739241087
9,9,0.24391115618307635,0.0,0.24391115618307635
10,10,0.869042892668759,1.0,0.869042892668759
11,11,0.33414675936861515,0.0,0.33414675936861515
12,12,0.3529770805363117,0.0,0.3529770805363117
13,13,0.17218159252308374,1.0,0.17218159252308374
14,14,0.3638361364672057,0.0,0.3638361364672057
15,15,0.38197271507780906,1.0,0.38197271507780906
16,16,0.8556073884105061,1.0,0.8556073884105061
17,17,0.45652020629338197,1.0,0.45652020629338197
18,18,0.9596653582014872,1.0,0.9596653582014872
19,19,0.2112088126320938,0.0,0.2112088126320938
20,20,0.9016479406983368,1.0,0.9016479406983368
21,21,0.9107102310774,1.0,0.9107102310774
22,22,0.492582534735184,1.0,0.492582534735184
23,23,0.213611661990724,0.0,0.213611661990724
24,24,0.26729086527854307,0.0,0.26729086527854307
25,25,0.9461875113333453,1.0,0.9461875113333453
26,26,0.9872296844424929,1.0,0.9872296844424929
27,27,0.028857588177524707,0.0,0.028857588177524707
28,28,0.2450422265577079,0.0,0.2450422265577079
29,29,0.3100701536364796,0.0,0.3100701536364796
30,30,0.1804943487597993,0.0,0.1804943487597993
31,31,0.2778925673734144,0.0,0.2778925673734144
32,32,0.3988936321329227,0.0,0.3988936321329227
33,33,0.010865866652734923,0.0,0.010865866652734923
34,34,0.39186302209471835,0.0,0.39186302209471835
35,35,0.1360678813221735,1.0,0.1360678813221735
36,36,0.5131953612258311,1.0,0.5131953612258311
37,37,0.6585564650437252,0.0,0.6585564650437252
38,38,0.1551351622800231,0.0,0.1551351622800231
39,39,0.25958850903842323,1.0,0.25958850903842323
40,40,0.7931316422569152,0.0,0.7931316422569152
41,41,0.6849714081577197,0.0,0.6849714081577197
42,42,0.9210727591776877,1.0,0.9210727591776877
43,43,0.4050000724904762,1.0,0.4050000724904762
44,44,0.3960177166791089,0.0,0.3960177166791089
45,45,0.628903735662599,1.0,0.628903735662599
46,46,0.6704395425770643,0.0,0.6704395425770643
47,47,0.17673427653220664,0.0,0.17673427653220664
48,48,0.02432064098512632,0.0,0.02432064098512632
49,49,0.6126769670996863,1.0,0.6126769670996863
50,50,0.7107275605883069,1.0,0.7107275605883069
51,51,0.07842062023902197,0.0,0.07842062023902197
52,52,0.47863493452967376,1.0,0.47863493452967376
53,53,0.8389634493279585,1.0,0.8389634493279585
54,54,0.6602473772158127,1.0,0.6602473772158127
55,55,0.5085067621733724,0.0,0.5085067621733724
56,56,0.8387570599849875,1.0,0.8387570599849875
57,57,0.8779828907448766,1.0,0.8779828907448766
58,58,0.997076092466544,1.0,0.997076092466544
59,59,0.27330647318892487,1.0,0.27330647318892487
60,60,0.08625296900027313,0.0,0.08625296900027313
61,61,0.46151546064420723,1.0,0.46151546064420723
62,62,0.0668960544125532,0.0,0.0668960544125532
63,63,0.7959692902531176,0.0,0.7959692902531176
64,64,0.3922160157462784,0.0,0.3922160157462784
65,65,0.7446508422068163,1.0,0.7446508422068163
66,66,0.5123306815578399,0.0,0.5123306815578399
67,67,0.9862218839501997,1.0,0.9862218839501997
68,68,0.059950983198091334,0.0,0.059950983198091334
69,69,0.7204224262021631,1.0,0.7204224262021631
70,70,0.6129182677809791,0.0,0.6129182677809791
71,71,0.9279901570987922,1.0,0.9279901570987922
72,72,0.616487768654594,1.0,0.616487768654594
73,73,0.2048786339814772,0.0,0.2048786339814772
74,74,0.2253381686984518,1.0,0.2253381686984518
75,75,0.7672490647234187,1.0,0.7672490647234187
76,76,0.36022977670372036,0.0,0.36022977670372036
77,77,0.6102035991585237,0.0,0.6102035991585237
78,78,0.6917262413639979,1.0,0.6917262413639979
79,79,0.36188085332505915,1.0,0.36188085332505915
