time,input_label,softmax_value,prediction_accuracy
0,7,0.9999834299087524,1.0
1,9,0.9991100430488586,1.0
2,1,0.9989342093467712,1.0
3,3,0.9999632835388184,1.0
4,4,0.9999792575836182,1.0
5,4,0.9997944235801697,1.0
6,3,0.9999912977218628,1.0
7,3,0.9992163181304932,1.0
8,7,0.9998216032981873,1.0
9,0,0.9982794523239136,1.0
10,2,0.9997593760490417,1.0
11,9,0.9999808073043823,1.0
12,3,0.9999892711639404,1.0
13,2,0.9999990463256836,1.0
14,4,0.9999995231628418,1.0
15,8,0.9926055669784546,1.0
16,7,0.9999690055847168,1.0
17,0,0.9998759031295776,1.0
18,9,0.9999496936798096,1.0
19,3,0.9999988079071045,1.0
20,2,0.9997245669364929,1.0
21,9,0.9995937943458557,1.0
22,8,0.9999923706054688,1.0
23,4,0.37810564041137695,1.0
24,4,0.9972178936004639,1.0
25,0,0.9999774694442749,1.0
26,5,0.9999994039535522,1.0
27,2,0.999992847442627,1.0
28,2,0.9969568252563477,1.0
29,3,0.9999517202377319,1.0
30,4,0.9999003410339355,1.0
31,7,0.9983308911323547,1.0
32,1,0.9875558018684387,1.0
33,9,0.9997288584709167,1.0
34,4,0.9999040365219116,1.0
35,8,0.9999580383300781,1.0
36,2,0.9999202489852905,1.0
37,3,0.9998874664306641,1.0
38,2,0.9999920129776001,1.0
39,0,0.9999196529388428,1.0
40,0,0.9996174573898315,1.0
41,2,0.9999984502792358,1.0
42,3,0.9999980926513672,1.0
43,3,0.8610122203826904,1.0
44,9,0.9996188879013062,1.0
45,9,0.9990590214729309,1.0
46,1,0.9993044137954712,1.0
47,2,0.9366961121559143,1.0
48,8,0.9975520968437195,1.0
49,6,0.9978992938995361,1.0
50,2,0.9920790791511536,1.0
51,9,0.9997292160987854,1.0
52,1,0.9956377148628235,1.0
53,4,0.9995288848876953,1.0
54,2,0.9999773502349854,1.0
55,3,0.999927282333374,1.0
56,8,0.9836375117301941,1.0
57,3,0.9999933242797852,1.0
58,7,0.9991934895515442,1.0
59,7,0.9823743104934692,1.0
60,1,0.9982872605323792,1.0
61,3,0.9996695518493652,1.0
62,9,0.9974814057350159,1.0
63,8,0.9886443614959717,1.0
64,1,0.9733635783195496,1.0
65,1,0.9961739182472229,1.0
66,1,0.9994459748268127,1.0
67,0,0.9973344802856445,1.0
68,1,0.9934129118919373,1.0
69,3,0.9999926090240479,1.0
70,3,0.9998262524604797,1.0
71,8,0.3975350558757782,1.0
72,6,0.9998098015785217,1.0
73,9,0.9980265498161316,1.0
74,5,0.9932165741920471,1.0
75,1,0.9914259910583496,1.0
76,6,0.9992519021034241,1.0
77,3,0.9999164342880249,1.0
78,5,0.9999911785125732,1.0
79,9,0.9995773434638977,1.0
80,4,0.9987810254096985,1.0
81,1,0.9977061748504639,1.0
82,0,0.9999686479568481,1.0
83,4,0.9999420642852783,1.0
84,1,0.9538776278495789,1.0
85,8,0.9999980926513672,1.0
86,3,0.9999706745147705,1.0
87,4,0.9999921321868896,1.0
88,4,0.9999786615371704,1.0
89,6,0.9999966621398926,1.0
90,5,0.9999996423721313,1.0
91,0,0.9999655485153198,1.0
92,7,0.9998455047607422,1.0
93,5,0.9999715089797974,1.0
94,1,0.9928619265556335,1.0
