time,input_label,softmax_value,prediction_accuracy
0,8,0.9995291233062744,1.0
1,6,0.9999736547470093,1.0
2,6,0.9999775886535645,1.0
3,1,0.9980494976043701,1.0
4,3,0.9998947381973267,1.0
5,6,0.9999983310699463,1.0
6,7,0.9983997941017151,1.0
7,9,0.9974721074104309,1.0
8,4,0.999670147895813,1.0
9,9,0.9966944456100464,1.0
10,5,0.9999974966049194,1.0
11,5,0.9998254179954529,1.0
12,0,0.9999828338623047,1.0
13,1,0.9990137815475464,1.0
14,6,0.9996429681777954,1.0
15,2,0.9995984435081482,1.0
16,2,0.9982833862304688,1.0
17,5,0.9972963929176331,1.0
18,9,0.9975818395614624,1.0
19,9,0.9985679388046265,1.0
20,4,0.9994437098503113,1.0
21,5,0.9978532195091248,1.0
22,6,0.9999061822891235,1.0
23,3,0.9997938275337219,1.0
24,2,0.8801805973052979,1.0
25,8,0.9999653100967407,1.0
26,7,0.9996813535690308,1.0
27,8,0.9999692440032959,1.0
28,7,0.9995303153991699,1.0
29,2,0.9999957084655762,1.0
30,4,0.9999949932098389,1.0
31,9,0.9952150583267212,1.0
32,1,0.9979966282844543,1.0
33,4,0.9999979734420776,1.0
34,0,0.9999388456344604,1.0
35,9,0.9998873472213745,1.0
36,0,0.9999619722366333,1.0
37,8,0.9999728202819824,1.0
38,1,0.9983365535736084,1.0
39,0,0.9904195666313171,1.0
40,6,0.9990252256393433,1.0
41,3,0.9954641461372375,1.0
42,0,0.9268152117729187,1.0
43,1,0.9389556050300598,1.0
44,0,0.9976430535316467,1.0
45,1,0.9983680844306946,1.0
46,0,0.9992051720619202,1.0
47,6,0.9999163150787354,1.0
48,3,0.8353860378265381,1.0
49,5,0.9999998807907104,1.0
50,7,0.9996280670166016,1.0
51,4,0.9994720816612244,1.0
52,3,0.999434769153595,1.0
53,5,0.9998719692230225,1.0
54,6,0.6643233299255371,0.0
55,2,0.9996532201766968,1.0
56,7,0.996857762336731,1.0
57,4,0.9885714650154114,1.0
58,7,0.9999116659164429,1.0
59,6,0.9988430738449097,1.0
60,8,0.9999055862426758,1.0
61,8,0.9726263880729675,1.0
62,7,0.9998500347137451,1.0
63,8,0.9994342923164368,1.0
64,9,0.9989990592002869,1.0
65,0,0.9999220371246338,1.0
66,3,0.9987861514091492,1.0
67,5,0.9993417859077454,1.0
68,9,0.9999822378158569,1.0
69,6,0.9999722242355347,1.0
70,3,0.9999949932098389,1.0
71,8,0.899563729763031,1.0
72,9,0.9967060685157776,1.0
73,5,0.9995052814483643,1.0
74,8,0.9999096393585205,1.0
75,9,0.9998689889907837,1.0
76,3,0.9998769760131836,1.0
77,8,0.9994545578956604,1.0
78,2,0.9999667406082153,1.0
79,6,0.998017430305481,1.0
80,5,0.9999206066131592,1.0
81,4,0.9984666109085083,1.0
82,5,0.9998944997787476,1.0
83,2,0.987308919429779,1.0
84,3,0.9999653100967407,1.0
85,6,0.9156859517097473,1.0
86,7,0.9998860359191895,1.0
87,4,0.9998753070831299,1.0
88,4,0.9999992847442627,1.0
89,7,0.9999372959136963,1.0
90,1,0.9984740614891052,1.0
91,2,0.9994953870773315,1.0
92,9,0.9998503923416138,1.0
93,6,0.9996238946914673,1.0
94,5,0.9999991655349731,1.0
95,1,0.9896202683448792,1.0
96,4,0.9999921321868896,1.0
97,3,0.9998549222946167,1.0
98,0,0.9742315411567688,1.0
99,8,0.9949347376823425,1.0
100,0,0.95090651512146,1.0
101,6,0.9945672750473022,1.0
102,4,0.999914288520813,1.0
103,4,0.9976400136947632,1.0
104,0,0.9997405409812927,1.0
105,3,0.9999622106552124,1.0
106,7,0.9999066591262817,1.0
107,2,0.9602689743041992,1.0
108,5,0.9994213581085205,1.0
109,9,0.9970782995223999,1.0
110,2,0.999734103679657,1.0
111,6,0.9999659061431885,1.0
112,2,0.999803364276886,1.0
113,9,0.9988391995429993,1.0
114,8,0.9917725920677185,1.0
115,4,0.9996384382247925,1.0
116,9,0.9999326467514038,1.0
117,7,0.9964851140975952,1.0
118,8,0.9995044469833374,1.0
119,0,0.999302864074707,1.0
120,1,0.998703122138977,1.0
121,3,0.9999129772186279,1.0
122,0,0.9994558691978455,1.0
123,2,0.9999887943267822,1.0
124,7,0.8831375241279602,1.0
125,6,0.999472439289093,1.0
126,6,0.9998791217803955,1.0
127,8,0.9999750852584839,1.0
128,8,0.9999959468841553,1.0
129,8,0.9999964237213135,1.0
130,5,0.9999790191650391,1.0
131,5,0.9956549406051636,1.0
132,5,0.9999895095825195,1.0
133,4,0.9997296929359436,1.0
134,1,0.9979422688484192,1.0
135,1,0.9961341619491577,1.0
136,0,0.9996128678321838,1.0
137,4,0.9996426105499268,1.0
138,6,0.9999017715454102,1.0
139,8,0.999990701675415,1.0
140,4,0.999679446220398,1.0
141,5,0.9746097922325134,1.0
142,6,0.9981626868247986,1.0
143,1,0.9954002499580383,1.0
144,6,0.9998832941055298,1.0
145,7,0.9999537467956543,1.0
146,6,0.9998520612716675,1.0
147,7,0.9990881681442261,1.0
148,6,0.9877809286117554,1.0
149,0,0.9997736811637878,1.0
150,0,0.9999650716781616,1.0
151,4,0.9994072914123535,1.0
152,4,0.9999679327011108,1.0
153,4,0.999985933303833,1.0
154,6,0.9999865293502808,1.0
155,3,0.9324719309806824,1.0
156,9,0.9980452060699463,1.0
157,3,0.9445188045501709,1.0
158,5,0.9999830722808838,1.0
159,9,0.999990701675415,1.0
160,0,0.9982829093933105,1.0
161,4,0.9924070239067078,1.0
162,1,0.9943706393241882,1.0
163,8,0.9999924898147583,1.0
164,5,0.999294638633728,1.0
165,9,0.9988079071044922,1.0
166,5,0.9996273517608643,1.0
167,8,0.9999911785125732,1.0
168,2,0.9980964064598083,1.0
169,5,0.9954095482826233,1.0
170,2,0.99853515625,1.0
171,7,0.9998003840446472,1.0
172,0,0.9999589920043945,1.0
173,9,0.9708166122436523,1.0
174,3,0.934403121471405,0.0
175,3,0.9995800852775574,1.0
176,4,0.9999170303344727,1.0
177,8,0.9576690196990967,1.0
178,4,0.9999463558197021,1.0
179,0,0.9742067456245422,1.0
180,9,0.9999587535858154,1.0
181,7,0.9982796907424927,1.0
182,9,0.9948189854621887,1.0
183,3,0.9974108338356018,1.0
184,7,0.994920551776886,1.0
185,6,0.9998065829277039,1.0
186,6,0.9999598264694214,1.0
187,6,0.9999963045120239,1.0
188,9,0.9993828535079956,1.0
189,8,0.3947310745716095,1.0
190,3,0.9999961853027344,1.0
191,5,0.9997901320457458,1.0
192,2,0.9999353885650635,1.0
193,3,0.9999866485595703,1.0
194,4,0.9999929666519165,1.0
195,8,0.999970555305481,1.0
196,1,0.9904828071594238,1.0
197,0,0.9998189806938171,1.0
198,3,0.9998857975006104,1.0
199,3,0.9963260293006897,1.0
200,0,0.9988133907318115,1.0
201,5,0.9999899864196777,1.0
202,3,0.9999569654464722,1.0
203,8,0.9985151886940002,1.0
204,4,0.9983957409858704,1.0
205,5,0.9989151954650879,1.0
206,4,0.9999943971633911,1.0
207,1,0.9977300763130188,1.0
208,2,0.9999998807907104,1.0
209,4,0.999915361404419,1.0
210,6,0.9996654987335205,1.0
211,7,0.6660938262939453,1.0
212,3,0.999913215637207,1.0
213,4,0.9999871253967285,1.0
214,9,0.9955539107322693,1.0
215,9,0.9986735582351685,1.0
216,0,0.9985413551330566,1.0
217,1,0.9994450211524963,1.0
218,2,0.9999358654022217,1.0
219,9,0.9992399215698242,1.0
220,1,0.7118000388145447,1.0
221,4,0.9999966621398926,1.0
222,4,0.9999916553497314,1.0
223,9,0.9963333606719971,1.0
224,5,0.9999598264694214,1.0
225,0,0.9994402527809143,1.0
226,6,0.9954747557640076,1.0
227,9,0.9982227683067322,1.0
228,6,0.4895012378692627,1.0
229,2,0.9999703168869019,1.0
230,8,0.9990770816802979,1.0
231,8,0.9996238946914673,1.0
232,6,0.9997376799583435,1.0
233,9,0.9720022678375244,1.0
234,2,0.9987937211990356,1.0
235,6,0.9874762892723083,1.0
236,1,0.9798344969749451,1.0
237,1,0.9593589901924133,1.0
238,2,0.998863697052002,1.0
239,7,0.9998693466186523,1.0
240,2,0.9999978542327881,1.0
241,1,0.9992945194244385,1.0
242,5,0.9999967813491821,1.0
243,3,0.9999983310699463,1.0
244,2,0.999997615814209,1.0
245,2,0.999931812286377,1.0
246,2,0.9834189414978027,1.0
247,2,0.9999145269393921,1.0
248,6,0.999953031539917,1.0
249,1,0.9711780548095703,1.0
250,3,0.9999467134475708,1.0
251,2,0.9999852180480957,1.0
252,3,0.9999610185623169,1.0
253,8,0.998950183391571,1.0
254,8,0.9990806579589844,1.0
255,6,0.9999880790710449,1.0
256,3,0.9243006706237793,1.0
257,5,0.9998281002044678,1.0
258,1,0.9794121384620667,1.0
259,4,0.941652238368988,1.0
260,4,0.997391939163208,1.0
261,9,0.9999438524246216,1.0
262,0,0.9966416358947754,1.0
263,9,0.7001697421073914,1.0
264,1,0.9988670349121094,1.0
265,8,0.9993743300437927,1.0
266,8,0.9999105930328369,1.0
267,2,0.9999761581420898,1.0
268,3,0.9996811151504517,1.0
269,8,0.9997794032096863,1.0
270,3,0.999970555305481,1.0
271,0,0.9967712759971619,1.0
272,6,0.9999639987945557,1.0
273,9,0.9999158382415771,1.0
274,9,0.9849520325660706,1.0
275,6,0.9898476004600525,1.0
276,6,0.9969657063484192,1.0
277,1,0.9471032619476318,1.0
278,6,0.9997764229774475,1.0
279,4,0.9997879862785339,1.0
280,0,0.9999232292175293,1.0
281,1,0.6660247445106506,0.0
282,9,0.9993103742599487,1.0
283,6,0.9995985627174377,1.0
284,6,0.9997181296348572,1.0
285,8,0.999994158744812,1.0
286,6,0.9999935626983643,1.0
287,1,0.998968243598938,1.0
288,6,0.999755322933197,1.0
289,8,0.9998779296875,1.0
290,4,0.9999369382858276,1.0
291,8,0.9299754500389099,1.0
292,4,0.7467151880264282,1.0
293,2,0.9999568462371826,1.0
294,9,0.9987769722938538,1.0
295,3,0.9999996423721313,1.0
296,1,0.9941890239715576,1.0
297,0,0.9999748468399048,1.0
298,3,0.9999698400497437,1.0
299,0,0.9985041618347168,1.0
300,9,0.9811263680458069,1.0
301,0,0.9999511241912842,1.0
302,8,0.9999959468841553,1.0
303,1,0.8753468990325928,1.0
304,8,0.9999507665634155,1.0
305,3,0.9999278783798218,1.0
306,1,0.979714572429657,1.0
307,1,0.989119291305542,1.0
308,0,0.9997666478157043,1.0
309,8,0.9899259805679321,1.0
310,2,0.9999699592590332,1.0
311,3,0.9570434093475342,1.0
312,2,0.9975650310516357,1.0
313,1,0.9320007562637329,1.0
314,0,0.9999850988388062,1.0
315,6,0.9997079968452454,1.0
316,8,0.9994133710861206,1.0
317,2,0.9979583024978638,1.0
318,0,0.9991727471351624,1.0
319,6,0.9996564388275146,1.0
320,2,0.997675359249115,1.0
321,4,0.971103310585022,1.0
322,8,0.9997671246528625,1.0
323,4,0.9821617603302002,1.0
324,7,0.999924898147583,1.0
325,0,0.996464729309082,1.0
326,1,0.7111114859580994,1.0
327,7,0.9996981620788574,1.0
328,3,0.9986252784729004,1.0
329,8,0.9999719858169556,1.0
330,6,0.9973520040512085,1.0
331,6,0.9999914169311523,1.0
332,2,0.9999933242797852,1.0
333,6,0.999990701675415,1.0
334,6,0.9950401186943054,1.0
335,3,0.9999929666519165,1.0
336,9,0.9997214674949646,1.0
337,1,0.9988278746604919,1.0
338,5,0.9999538660049438,1.0
339,1,0.9955262541770935,1.0
340,1,0.9538813233375549,1.0
341,7,0.9999862909317017,1.0
342,6,0.9986634254455566,1.0
343,5,0.9999747276306152,1.0
344,9,0.9993371367454529,1.0
345,8,0.9999552965164185,1.0
346,8,0.9999736547470093,1.0
347,4,0.9999678134918213,1.0
348,9,0.998687207698822,1.0
349,9,0.995380163192749,1.0
350,3,0.5660629272460938,1.0
351,5,0.9998836517333984,1.0
352,2,0.999994158744812,1.0
353,9,0.9980412721633911,1.0
354,1,0.9997082352638245,1.0
355,4,0.999992847442627,1.0
356,6,0.9856126308441162,1.0
357,6,0.9999328851699829,1.0
358,8,0.9996660947799683,1.0
359,9,0.999934196472168,1.0
360,9,0.9973388314247131,1.0
361,1,0.9987223744392395,1.0
362,9,0.9998369216918945,1.0
363,3,0.9999921321868896,1.0
364,0,0.9999798536300659,1.0
365,5,0.9991772770881653,1.0
366,8,0.9998689889907837,1.0
367,3,0.9989368319511414,1.0
368,7,0.999618411064148,1.0
369,2,0.9999921321868896,1.0
370,9,0.9996659755706787,1.0
371,6,0.9999649524688721,1.0
372,5,0.9975812435150146,1.0
373,2,0.999993085861206,1.0
374,2,0.9999982118606567,1.0
375,7,0.9982718229293823,1.0
376,1,0.9965102076530457,1.0
377,4,0.9954392313957214,1.0
378,9,0.9952061772346497,1.0
379,0,0.9963759779930115,1.0
380,8,0.9979895353317261,1.0
381,9,0.9924343824386597,1.0
382,2,0.8264707922935486,1.0
