time,input_label,softmax_value,prediction_accuracy
0,2,0.9999315738677979,1.0
1,1,0.9970845580101013,1.0
2,3,0.9999949932098389,1.0
3,1,0.9957697987556458,1.0
4,3,0.9999877214431763,1.0
5,3,0.999869704246521,1.0
6,9,0.9995088577270508,1.0
7,4,0.9963548183441162,1.0
8,6,0.9840477108955383,1.0
9,9,0.9973324537277222,1.0
10,2,0.9999988079071045,1.0
11,4,0.9995971322059631,1.0
12,9,0.9991534948348999,1.0
13,2,0.9999990463256836,1.0
14,9,0.9934232234954834,1.0
15,5,0.9998817443847656,1.0
16,8,0.999822199344635,1.0
17,3,0.9988813996315002,1.0
18,6,0.9995695948600769,1.0
19,2,0.9999839067459106,1.0
20,3,0.9998948574066162,1.0
21,7,0.9995284080505371,1.0
22,7,0.9999241828918457,1.0
23,0,0.999964714050293,1.0
24,3,0.9997645020484924,1.0
25,1,0.9992833733558655,1.0
26,2,0.9921506643295288,1.0
27,9,0.9983868598937988,1.0
28,3,0.9999921321868896,1.0
29,4,0.988503634929657,1.0
30,0,0.9999624490737915,1.0
31,8,0.999761164188385,1.0
32,0,0.9998037219047546,1.0
33,0,0.9978436231613159,1.0
34,4,0.9999736547470093,1.0
35,3,0.9984403252601624,1.0
36,2,0.9997554421424866,1.0
37,2,0.999843955039978,1.0
38,5,0.9999984502792358,1.0
39,7,0.999961256980896,1.0
40,9,0.9998190999031067,1.0
41,1,0.9976074695587158,1.0
42,4,0.9999154806137085,1.0
43,3,0.9484999179840088,1.0
44,9,0.9996639490127563,1.0
45,8,0.9882209300994873,1.0
46,7,0.9997108578681946,1.0
47,8,0.999975323677063,1.0
48,3,0.9999076128005981,1.0
49,3,0.9999573230743408,1.0
50,2,0.9999902248382568,1.0
51,1,0.9985271692276001,1.0
52,1,0.9959518909454346,1.0
53,6,0.9999176263809204,1.0
54,8,0.999812662601471,1.0
55,4,0.9998756647109985,1.0
56,0,0.9999794960021973,1.0
57,4,0.9999731779098511,1.0
58,5,0.9999934434890747,1.0
59,2,0.9999359846115112,1.0
60,9,0.9996151924133301,1.0
61,6,0.967293381690979,1.0
62,2,0.9997861981391907,1.0
63,5,0.9999960660934448,1.0
64,8,0.9834825992584229,1.0
65,9,0.9976758360862732,1.0
66,6,0.999404788017273,1.0
67,0,0.9999827146530151,1.0
68,3,0.9999839067459106,1.0
69,0,0.9998328685760498,1.0
70,5,0.9999734163284302,1.0
71,6,0.9999911785125732,1.0
72,4,0.6740602850914001,1.0
73,5,0.9999997615814209,1.0
74,4,0.9998786449432373,1.0
75,2,0.9999942779541016,1.0
76,3,0.9864144921302795,1.0
77,6,0.9950124621391296,1.0
78,8,0.9981878399848938,1.0
