time,input_label,softmax_value,prediction_accuracy
0,3,0.9989198446273804,1.0
1,5,0.9997112154960632,1.0
2,6,0.9998248219490051,1.0
3,0,0.9999051094055176,1.0
4,7,0.9952278137207031,1.0
5,9,0.9977939128875732,1.0
6,9,0.9994810223579407,1.0
7,5,0.9999986886978149,1.0
8,0,0.9998747110366821,1.0
9,4,0.9996868371963501,1.0
10,2,0.9992837309837341,1.0
11,6,0.999957799911499,1.0
12,1,0.9998183846473694,1.0
13,2,0.9999933242797852,1.0
14,2,0.9993185997009277,1.0
15,9,0.9999352693557739,1.0
16,2,0.9977178573608398,1.0
17,0,0.9963196516036987,1.0
18,2,0.9999949932098389,1.0
19,0,0.9994662404060364,1.0
20,2,0.9999257326126099,1.0
21,3,0.9999997615814209,1.0
22,1,0.9992608428001404,1.0
23,0,0.9931648373603821,1.0
24,4,0.9999973773956299,1.0
25,3,0.9964960217475891,1.0
26,8,0.9999897480010986,1.0
27,6,0.9992635846138,1.0
28,3,0.9998834133148193,1.0
29,2,0.8705921173095703,1.0
30,0,0.9999606609344482,1.0
31,5,0.9999994039535522,1.0
32,7,0.99950110912323,1.0
33,7,0.9946145415306091,1.0
34,9,0.9958176016807556,1.0
35,0,0.9964694976806641,1.0
36,9,0.9999730587005615,1.0
37,0,0.9996258020401001,1.0
38,1,0.9844702482223511,1.0
39,4,0.9970380067825317,1.0
40,6,0.9995319843292236,1.0
41,9,0.9996009469032288,1.0
42,1,0.999306321144104,1.0
43,7,0.9999598264694214,1.0
44,7,0.9998757839202881,1.0
45,8,0.9969847798347473,1.0
46,9,0.9996737241744995,1.0
47,1,0.9985395669937134,1.0
48,0,0.9998890161514282,1.0
49,8,0.9999061822891235,1.0
50,0,0.999982476234436,1.0
51,5,0.9939384460449219,1.0
52,9,0.9998146891593933,1.0
53,1,0.9980068802833557,1.0
54,4,0.999915599822998,1.0
55,4,0.9974591135978699,1.0
56,3,0.9998334646224976,1.0
57,6,0.9999839067459106,1.0
58,2,0.9617816805839539,1.0
59,1,0.9994476437568665,1.0
60,7,0.998415470123291,1.0
61,9,0.9890555143356323,1.0
62,7,0.9917653203010559,1.0
63,9,0.9999760389328003,1.0
64,6,0.9733066558837891,1.0
65,7,0.9999117851257324,1.0
66,2,0.9974242448806763,1.0
67,3,0.9999493360519409,1.0
68,4,0.9999921321868896,1.0
69,8,0.999330997467041,1.0
70,6,0.9999792575836182,1.0
71,2,0.9999773502349854,1.0
72,6,0.99748295545578,1.0
73,3,0.9999557733535767,1.0
74,7,0.9997374415397644,1.0
75,1,0.9955831170082092,1.0
76,1,0.9467532634735107,1.0
77,0,0.9997151494026184,1.0
78,0,0.9999637603759766,1.0
79,6,0.9999527931213379,1.0
80,2,0.9922927618026733,1.0
81,8,0.9992030262947083,1.0
82,0,0.9919748902320862,1.0
83,7,0.9966475367546082,1.0
84,1,0.9982485771179199,1.0
85,1,0.9897252321243286,1.0
86,9,0.9965595602989197,1.0
87,2,0.9999996423721313,1.0
88,9,0.9986716508865356,1.0
89,8,0.9999125003814697,1.0
90,0,0.9998990297317505,1.0
91,2,0.999077320098877,1.0
92,0,0.9990441203117371,1.0
93,1,0.9943675398826599,1.0
94,4,0.9212055206298828,1.0
95,9,0.9684393405914307,1.0
96,4,0.9999608993530273,1.0
97,1,0.8988856077194214,0.0
98,3,0.9999854564666748,1.0
99,1,0.9974662065505981,1.0
100,1,0.9977902173995972,1.0
101,5,0.9999899864196777,1.0
102,9,0.9979737401008606,1.0
103,7,0.9987758994102478,1.0
104,4,0.9999949932098389,1.0
105,5,0.8684028387069702,1.0
106,1,0.9975371360778809,1.0
107,4,0.9943774342536926,1.0
108,1,0.9962769150733948,1.0
109,0,0.9998010993003845,1.0
110,3,0.9995844960212708,1.0
111,2,0.9999974966049194,1.0
112,8,0.9986280202865601,1.0
113,0,0.9990548491477966,1.0
114,1,0.9939762353897095,1.0
115,1,0.9951985478401184,1.0
116,7,0.9999253749847412,1.0
117,1,0.9947978258132935,1.0
118,6,0.9420539736747742,1.0
119,6,0.998889148235321,1.0
120,9,0.9989280104637146,1.0
121,4,0.9994193315505981,1.0
122,1,0.9996572732925415,1.0
123,2,0.9999959468841553,1.0
124,7,0.9996863603591919,1.0
125,0,0.9977939128875732,1.0
126,8,0.9999959468841553,1.0
127,2,0.9999980926513672,1.0
128,4,0.9010357856750488,1.0
129,1,0.9920440912246704,1.0
130,4,0.97098708152771,1.0
131,5,0.9999620914459229,1.0
132,8,0.9988812804222107,1.0
133,8,0.9998317956924438,1.0
134,2,0.9992446899414062,1.0
135,3,0.9999523162841797,1.0
136,9,0.49281546473503113,1.0
137,2,0.9572076797485352,1.0
138,3,0.9999734163284302,1.0
139,8,0.999727189540863,1.0
140,7,0.9998076558113098,1.0
141,4,0.9999734163284302,1.0
142,6,0.9999092817306519,1.0
143,4,0.8565527200698853,1.0
144,9,0.9948369264602661,1.0
145,4,0.9996479749679565,1.0
146,3,0.9999979734420776,1.0
147,8,0.9999924898147583,1.0
148,8,0.9999874830245972,1.0
149,5,0.9982554316520691,1.0
150,6,0.9994319081306458,1.0
151,8,0.9892984628677368,1.0
152,8,0.9955480098724365,1.0
153,6,0.9997547268867493,1.0
154,6,0.4901915192604065,1.0
155,5,0.9999630451202393,1.0
156,3,0.999910831451416,1.0
157,5,0.9999783039093018,1.0
158,0,0.9999673366546631,1.0
159,4,0.9999761581420898,1.0
160,3,0.9999514818191528,1.0
161,0,0.999872088432312,1.0
162,7,0.9996986389160156,1.0
163,4,0.9999949932098389,1.0
164,5,0.9999920129776001,1.0
165,5,0.9976186156272888,1.0
166,8,0.9999758005142212,1.0
167,7,0.9997878670692444,1.0
168,0,0.9998562335968018,1.0
169,8,0.9929438233375549,1.0
170,5,0.9754580855369568,1.0
171,0,0.9999828338623047,1.0
172,7,0.9999186992645264,1.0
173,0,0.9999849796295166,1.0
174,1,0.998744010925293,1.0
175,0,0.9998694658279419,1.0
176,8,0.999992847442627,1.0
177,3,0.9998960494995117,1.0
178,8,0.9993792772293091,1.0
179,4,0.9990967512130737,1.0
180,7,0.9998518228530884,1.0
181,9,0.998805046081543,1.0
182,0,0.976747453212738,1.0
183,3,0.9992756247520447,1.0
184,8,0.9992837309837341,1.0
185,5,0.9994124174118042,1.0
186,1,0.9998296499252319,1.0
187,8,0.9999370574951172,1.0
188,8,0.9999282360076904,1.0
189,1,0.9981548190116882,1.0
190,3,0.9999814033508301,1.0
191,3,0.9916297793388367,1.0
192,4,0.9999969005584717,1.0
193,2,0.9998711347579956,1.0
194,9,0.9982276558876038,1.0
195,4,0.9999457597732544,1.0
196,9,0.9998836517333984,1.0
197,0,0.9999892711639404,1.0
198,8,0.9985573887825012,1.0
199,2,0.9994865655899048,1.0
200,8,0.9993990659713745,1.0
201,5,0.9999696016311646,1.0
202,7,0.9818666577339172,1.0
203,2,1.0,1.0
204,2,0.9851560592651367,1.0
205,9,0.9996840953826904,1.0
206,3,0.999970555305481,1.0
207,7,0.9970062375068665,1.0
208,4,0.9997360110282898,1.0
209,3,0.9999140501022339,1.0
210,1,0.9993370175361633,1.0
211,1,0.996539831161499,1.0
212,4,0.9999986886978149,1.0
213,1,0.9903102517127991,1.0
214,5,0.9993994235992432,1.0
215,3,0.9999911785125732,1.0
216,0,0.9838454723358154,1.0
217,8,0.9898890852928162,1.0
218,0,0.9994003772735596,1.0
219,4,0.9986007809638977,1.0
220,9,0.9998107552528381,1.0
221,9,0.9999539852142334,1.0
222,6,0.9999762773513794,1.0
223,7,0.9999611377716064,1.0
224,1,0.9980961680412292,1.0
225,3,0.998785674571991,1.0
226,5,0.9999814033508301,1.0
227,5,0.9978317618370056,1.0
228,0,0.9997871518135071,1.0
229,0,0.9991410970687866,1.0
230,7,0.9995195865631104,1.0
231,6,0.9877855777740479,1.0
232,7,0.9996248483657837,1.0
233,2,0.9867737293243408,1.0
234,0,0.9997488856315613,1.0
235,5,0.9999933242797852,1.0
236,2,0.9922804832458496,1.0
237,9,0.9997599720954895,1.0
