time,input_label,softmax_value,prediction_accuracy
0,9,0.9999778270721436,1.0
1,5,0.999931812286377,1.0
2,5,0.99854576587677,1.0
3,4,0.9999417066574097,1.0
4,3,0.9995021820068359,1.0
5,9,0.9999209642410278,1.0
6,7,0.9999599456787109,1.0
7,4,0.9974465370178223,1.0
8,6,0.9999871253967285,1.0
9,5,0.9973948001861572,1.0
10,4,0.9999358654022217,1.0
11,2,0.9999639987945557,1.0
12,6,0.9999946355819702,1.0
13,3,0.9973594546318054,1.0
14,4,0.999442994594574,1.0
15,5,1.0,1.0
16,4,0.998462438583374,1.0
17,8,0.9999985694885254,1.0
18,7,0.999786913394928,1.0
19,8,0.9999676942825317,1.0
20,2,0.963290274143219,1.0
21,4,0.9997708201408386,1.0
22,7,0.9997416138648987,1.0
23,1,0.9978976249694824,1.0
24,1,0.9992062449455261,1.0
25,0,0.9999865293502808,1.0
26,2,0.9996007084846497,1.0
27,3,0.9997884631156921,1.0
28,7,0.69493168592453,1.0
29,8,0.9999337196350098,1.0
30,8,0.9999966621398926,1.0
31,0,0.9998103976249695,1.0
32,4,0.9999327659606934,1.0
33,8,0.999756395816803,1.0
34,9,0.9996888637542725,1.0
35,1,0.9980691075325012,1.0
36,2,0.9999823570251465,1.0
37,4,0.9998835325241089,1.0
38,4,0.9995297193527222,1.0
39,0,0.9998437166213989,1.0
40,1,0.9996926784515381,1.0
41,8,0.9999645948410034,1.0
42,1,0.9969717264175415,1.0
43,9,0.9992357492446899,1.0
44,1,0.9874287247657776,1.0
45,3,0.999596893787384,1.0
46,3,0.9994382262229919,1.0
47,0,0.9999828338623047,1.0
48,8,0.9983886480331421,1.0
49,1,0.9947962164878845,1.0
50,0,0.9994913339614868,1.0
51,4,0.8693507313728333,1.0
52,8,0.9979450106620789,1.0
53,5,0.9999550580978394,1.0
54,5,0.987038791179657,1.0
55,7,0.9998334646224976,1.0
56,1,0.9989672899246216,1.0
57,2,0.9988514184951782,1.0
58,5,0.9999980926513672,1.0
59,6,0.9998157620429993,1.0
60,6,0.9997774958610535,1.0
61,7,0.9996055960655212,1.0
62,0,0.9996970891952515,1.0
63,6,0.99992835521698,1.0
64,5,0.99979168176651,1.0
65,3,0.9987173080444336,1.0
66,9,0.9980167150497437,1.0
67,2,0.9999767541885376,1.0
68,5,0.9999881982803345,1.0
69,2,0.9999895095825195,1.0
70,9,0.9999626874923706,1.0
71,5,0.9999911785125732,1.0
72,4,0.9999874830245972,1.0
73,1,0.9820733070373535,1.0
74,4,0.9979243278503418,1.0
75,5,0.8688353300094604,1.0
76,2,0.9999887943267822,1.0
77,0,0.9998180270195007,1.0
78,2,0.9991088509559631,1.0
79,2,0.989851713180542,1.0
80,9,0.9288318157196045,1.0
81,0,0.9999476671218872,1.0
82,9,0.995817244052887,1.0
83,4,0.977942943572998,1.0
84,9,0.9969600439071655,1.0
85,5,0.9796854853630066,1.0
86,0,0.9998972415924072,1.0
87,5,0.9999994039535522,1.0
88,2,0.9999372959136963,1.0
89,3,0.9985443353652954,1.0
90,4,0.9999980926513672,1.0
91,0,0.9975634813308716,1.0
92,7,0.9999861717224121,1.0
93,3,0.9996826648712158,1.0
94,1,0.9993584752082825,1.0
95,6,0.9999951124191284,1.0
96,6,0.9999785423278809,1.0
97,2,0.9976644515991211,1.0
98,7,0.9976930022239685,1.0
99,3,0.9994161128997803,1.0
100,0,0.999642014503479,1.0
101,6,0.9996788501739502,1.0
102,9,0.999944806098938,1.0
103,1,0.9884047508239746,1.0
104,3,0.9999231100082397,1.0
105,9,0.9997879862785339,1.0
106,5,0.9625130295753479,1.0
107,3,0.9372472167015076,1.0
108,8,0.9997848868370056,1.0
109,2,0.9999607801437378,1.0
110,3,0.9999961853027344,1.0
111,3,0.9989286065101624,1.0
112,3,0.9999926090240479,1.0
113,5,0.9999816417694092,1.0
114,3,0.9998781681060791,1.0
115,4,0.9999810457229614,1.0
116,4,0.9999066591262817,1.0
117,7,0.9996041655540466,1.0
118,3,0.9986685514450073,1.0
119,2,0.9996466636657715,1.0
120,8,0.9995871186256409,1.0
121,8,0.9998268485069275,1.0
122,4,0.9999994039535522,1.0
123,1,0.9916452765464783,1.0
124,5,0.9999964237213135,1.0
125,1,0.9834332466125488,1.0
126,8,0.9999171495437622,1.0
127,3,0.9992241859436035,1.0
128,7,0.9964029788970947,1.0
129,3,0.9999927282333374,1.0
130,7,0.999572217464447,1.0
131,8,0.9529200792312622,1.0
132,4,0.9982339143753052,1.0
133,0,0.9998798370361328,1.0
134,4,0.9931730628013611,1.0
135,8,0.999994158744812,1.0
136,3,0.9995161294937134,1.0
137,5,0.975042462348938,1.0
138,9,0.9998763799667358,1.0
139,2,0.9999887943267822,1.0
140,2,0.999728262424469,1.0
141,4,0.995775043964386,1.0
142,6,0.999850869178772,1.0
143,4,0.9994497895240784,1.0
144,7,0.9998434782028198,1.0
145,1,0.9974890947341919,1.0
146,7,0.987743616104126,1.0
147,7,0.999995231628418,1.0
