,Unnamed: 0,time,input,gAseen,gAacc,gBseen,gBacc,score,prediction,ground_truth,group_membership,verdict,time_verdict,phiL,phiU,active_monitors,wait_time,active_monitors_normalized
0,0,0,B_rej,0,0,1,0,0.3099095,0,1.0,1.0,,,,,0.0,,0.0
1,1,1,B_rej,0,0,2,0,0.4083449,0,0.0,1.0,,,,,0.0,,0.0
2,2,2,B_rej,0,0,3,0,0.44758043,0,1.0,1.0,,,,,0.0,,0.0
3,3,3,B_acc,0,0,4,1,0.7080807,1,0.0,1.0,,,,,0.0,,0.0
4,4,4,B_acc,0,0,5,2,0.64219916,1,0.0,1.0,,,,,0.0,,0.0
5,5,5,B_rej,0,0,6,2,0.45439363,0,0.0,1.0,,,,,0.0,,0.0
6,6,6,B_acc,0,0,7,3,0.58805233,1,1.0,1.0,,,,,0.0,,0.0
7,7,7,B_rej,0,0,8,3,0.25949895,0,0.0,1.0,,,,,0.0,,0.0
8,8,8,B_rej,0,0,9,3,0.13042009,0,0.0,1.0,,,,,0.0,,0.0
9,9,9,B_acc,0,0,10,4,0.84789956,1,1.0,1.0,,,,,0.0,,0.0
10,10,10,B_rej,0,0,11,4,0.00018821888,0,0.0,1.0,,,,,0.0,,0.0
11,11,11,B_rej,0,0,12,4,0.021493088,0,0.0,1.0,,,,,0.0,,0.0
12,12,12,A_rej,1,0,12,4,0.00034391912,0,0.0,0.0,,,,,0.0,,0.0
13,13,13,B_rej,1,0,13,4,0.008804869,0,0.0,1.0,,,,,0.0,,0.0
14,14,14,A_rej,2,0,13,4,0.0006742705,0,0.0,0.0,,,,,0.0,,0.0
15,15,15,B_rej,2,0,14,4,0.2924095,0,0.0,1.0,,,,,0.0,,0.0
16,16,16,A_rej,3,0,14,4,0.00022607669,0,0.0,0.0,,,,,0.0,,0.0
17,17,17,B_rej,3,0,15,4,0.23625098,0,0.0,1.0,,,,,0.0,,0.0
18,18,18,B_acc,3,0,16,5,0.692933,1,1.0,1.0,,,,,0.0,,0.0
19,19,19,B_rej,3,0,17,5,0.41333732,0,0.0,1.0,,,,,0.0,,0.0
20,20,20,B_rej,3,0,18,5,0.40776983,0,0.0,1.0,,,,,0.0,,0.0
