,input,verdict,time_verdict,valL,valU,active_monitors,wait_time,active_monitors_normalized
0,0.659,,,,,0.0,,0.0
1,0.657,,,,,0.0,,0.0
2,0.664,,,,,0.0,,0.0
3,0.673,,,,,0.0,,0.0
4,0.677,,,,,0.0,,0.0
5,0.681,,,,,0.0,,0.0
6,0.682,,,,,0.0,,0.0
7,0.678,,,,,0.0,,0.0
8,0.663,,,,,0.0,,0.0
9,0.644,,,,,0.0,,0.0
10,0.629,,,,,0.0,,0.0
11,0.62,,,,,0.0,,0.0
12,0.621,,,,,0.0,,0.0
13,0.621,,,,,0.0,,0.0
14,0.613,,,,,0.0,,0.0
15,0.615,,,,,0.0,,0.0
16,0.612,,,,,0.0,,0.0
17,0.613,,,,,0.0,,0.0
18,0.618,,,,,0.0,,0.0
19,0.628,,,,,0.0,,0.0
20,0.633,,,,,0.0,,0.0
21,0.636,,,,,0.0,,0.0
22,0.634,,,,,0.0,,0.0
23,0.633,,,,,0.0,,0.0
24,0.632,,,,,0.0,,0.0
25,0.634,,,,,0.0,,0.0
26,0.631,,,,,0.0,,0.0
27,0.626,,,,,0.0,,0.0
28,0.626,,,,,0.0,,0.0
29,0.627,,,,,0.0,,0.0
30,0.633,,,,,0.0,,0.0
31,0.627,,,,,0.0,,0.0
32,0.627,,,,,0.0,,0.0
33,0.623,,,,,0.0,,0.0
34,0.629,,,,,0.0,,0.0
35,0.633,,,,,0.0,,0.0
36,0.635,,,,,0.0,,0.0
37,0.635,,,,,0.0,,0.0
38,0.63,,,,,0.0,,0.0
39,0.629,,,,,0.0,,0.0
40,0.63,,,,,0.0,,0.0
41,0.624,,,,,0.0,,0.0
42,0.625,,,,,0.0,,0.0
43,0.625,,,,,0.0,,0.0
44,0.626,,,,,0.0,,0.0
45,0.633,,,,,0.0,,0.0
46,0.633,,,,,0.0,,0.0
47,0.634,,,,,0.0,,0.0
48,0.629,,,,,0.0,,0.0
49,0.633,,,,,0.0,,0.0
50,0.639,,,,,0.0,,0.0
51,0.641,,,,,0.0,,0.0
52,0.641,,,,,0.0,,0.0
53,0.641,,,,,0.0,,0.0
54,0.638,,,,,0.0,,0.0
55,0.641,,,,,0.0,,0.0
56,0.642,,,,,0.0,,0.0
57,0.647,,,,,0.0,,0.0
58,0.649,,,,,0.0,,0.0
59,0.65,,,,,0.0,,0.0
60,0.651,,,,,0.0,,0.0
61,0.651,,,,,0.0,,0.0
